Drug	pt	no_cases	total	prr
amitryptiline	Autoimmune pancreatitis	1	15	0.06666666667
amitryptiline	Autoimmune thyroid disorder	3	4	0.75
amitryptiline	Autoimmune thyroiditis	22	237	0.09282700422
amitryptiline	Autonomic dysreflexia	44	119	0.3697478992
amitryptiline	Autonomic nervous system imbalance	14	376	0.03723404255
amitryptiline	Autonomic neuropathy	13	66	0.196969697
amitryptiline	Autoscopy	1	140	0.007142857143
amitryptiline	Axial spondyloarthritis	3	9	0.3333333333
amitryptiline	Axillary mass	4	39	0.1025641026
amitryptiline	Axillary pain	2	27	0.07407407407
amitryptiline	Axillary vein thrombosis	2	8	0.25
amitryptiline	Axonal neuropathy	81	223	0.3632286996
amitryptiline	Azotaemia	1	50	0.02
amitryptiline	Back disorder	94	1055	0.08909952607
amitryptiline	Back injury	45	648	0.06944444444
amitryptiline	Back pain	746	8125	0.09181538462
amitryptiline	Bacteraemia	44	318	0.1383647799
amitryptiline	Bacterial diarrhoea	2	6	0.3333333333
amitryptiline	Bacterial disease carrier	1	15	0.06666666667
amitryptiline	Bacterial infection	39	488	0.07991803279
amitryptiline	Bacterial sepsis	15	91	0.1648351648
amitryptiline	Bacterial test	2	9	0.2222222222
amitryptiline	Bacterial test positive	14	88	0.1590909091
amitryptiline	Bacterial vaginosis	7	95	0.07368421053
amitryptiline	Balance disorder	1611	7162	0.2249371684
amitryptiline	Balanitis candida	1	2	0.5
amitryptiline	Balanoposthitis	3	17	0.1764705882
amitryptiline	Ballismus	5	14	0.3571428571
amitryptiline	Band neutrophil count decreased	3	14	0.2142857143
amitryptiline	Band sensation	14	88	0.1590909091
amitryptiline	Bankruptcy	2	127	0.0157480315
amitryptiline	Barrett's oesophagus	1	129	0.007751937984
amitryptiline	Bartholin's abscess	1	4	0.25
amitryptiline	Bartholin's cyst	1	12	0.08333333333
amitryptiline	Basal cell carcinoma	57	619	0.09208400646
amitryptiline	Basal ganglia haemorrhage	5	58	0.08620689655
amitryptiline	Basedow's disease	8	104	0.07692307692
amitryptiline	Basophil count decreased	1	9	0.1111111111
amitryptiline	Basophil count increased	1	23	0.04347826087
amitryptiline	B-cell lymphoma	5	81	0.06172839506
amitryptiline	Bedridden	32	586	0.05460750853
amitryptiline	Behaviour disorder	38	309	0.1229773463
amitryptiline	Behcet's syndrome	6	58	0.1034482759
amitryptiline	Belligerence	1	10	0.1
amitryptiline	Bell's palsy	6	33	0.1818181818
amitryptiline	Benign bone neoplasm	1	7	0.1428571429
amitryptiline	Benign breast neoplasm	5	32	0.15625
amitryptiline	Benign intracranial hypertension	8	56	0.1428571429
amitryptiline	Benign lung neoplasm	1	16	0.0625
amitryptiline	Benign neoplasm	1	46	0.02173913043
amitryptiline	Benign neoplasm of bladder	3	14	0.2142857143
amitryptiline	Benign neoplasm of thyroid gland	23	68	0.3382352941
amitryptiline	Benign ovarian tumour	2	3	0.6666666667
amitryptiline	Benign prostatic hyperplasia	13	200	0.065
amitryptiline	Benzodiazepine drug level therapeutic	2	4	0.5
amitryptiline	Beta haemolytic streptococcal infection	3	20	0.15
amitryptiline	Bezoar	4	178	0.02247191011
amitryptiline	Bicuspid aortic valve	1	44	0.02272727273
amitryptiline	Bicytopenia	14	58	0.2413793103
amitryptiline	Bile acid malabsorption	2	29	0.06896551724
amitryptiline	Bile duct obstruction	4	94	0.04255319149
amitryptiline	Bile duct stenosis	2	19	0.1052631579
amitryptiline	Bile duct stone	4	89	0.04494382022
amitryptiline	Bile output abnormal	1	1	1
amitryptiline	Bilevel positive airway pressure	1	9	0.1111111111
amitryptiline	Biliary cirrhosis	2	4	0.5
amitryptiline	Biliary colic	8	91	0.08791208791
amitryptiline	Biliary dilatation	8	39	0.2051282051
amitryptiline	Biliary dyskinesia	2	21	0.09523809524
amitryptiline	Biliary hamartoma	1	1	1
amitryptiline	Biliary sepsis	24	35	0.6857142857
amitryptiline	Bilirubin conjugated increased	1	8	0.125
amitryptiline	Binge eating	9	149	0.06040268456
amitryptiline	Biopsy	2	8	0.25
amitryptiline	Biopsy artery	2	4	0.5
amitryptiline	Biopsy bone marrow abnormal	1	7	0.1428571429
amitryptiline	Biopsy lung	5	20	0.25
amitryptiline	Bipolar disorder	63	1272	0.04952830189
amitryptiline	Bipolar I disorder	5	263	0.01901140684
amitryptiline	Bite	1	28	0.03571428571
amitryptiline	Bladder calculus removal	1	2	0.5
amitryptiline	Bladder cancer	19	253	0.07509881423
amitryptiline	Bladder catheterisation	4	41	0.09756097561
amitryptiline	Bladder dilatation	2	101	0.0198019802
amitryptiline	Bladder discomfort	3	56	0.05357142857
amitryptiline	Bladder disorder	59	512	0.115234375
amitryptiline	Bladder diverticulum	1	3	0.3333333333
amitryptiline	Bladder dysfunction	6	27	0.2222222222
amitryptiline	Bladder injury	3	16	0.1875
amitryptiline	Bladder mass	2	13	0.1538461538
amitryptiline	Bladder neck suspension	2	8	0.25
amitryptiline	Bladder neoplasm	5	32	0.15625
amitryptiline	Bladder neoplasm surgery	1	8	0.125
amitryptiline	Bladder operation	10	56	0.1785714286
amitryptiline	Bladder pain	13	141	0.09219858156
amitryptiline	Bladder prolapse	5	64	0.078125
amitryptiline	Bladder repair	2	13	0.1538461538
amitryptiline	Bladder spasm	7	97	0.07216494845
amitryptiline	Bladder transitional cell carcinoma	3	36	0.08333333333
amitryptiline	Bladder transitional cell carcinoma stage II	3	3	1
amitryptiline	Blast cells present	1	5	0.2
amitryptiline	Bleeding varicose vein	1	14	0.07142857143
amitryptiline	Blepharal pigmentation	1	19	0.05263157895
amitryptiline	Blepharitis	8	72	0.1111111111
amitryptiline	Blepharospasm	8	314	0.02547770701
amitryptiline	Blindness	125	974	0.1283367556
amitryptiline	Blindness congenital	2	7	0.2857142857
amitryptiline	Blindness transient	7	205	0.03414634146
amitryptiline	Blindness unilateral	22	419	0.05250596659
amitryptiline	Blister	154	1764	0.0873015873
amitryptiline	Blister infected	3	25	0.12
amitryptiline	Blood 25-hydroxycholecalciferol decreased	1	4	0.25
amitryptiline	Blood albumin decreased	8	85	0.09411764706
amitryptiline	Blood alcohol increased	2	27	0.07407407407
amitryptiline	Blood alkaline phosphatase abnormal	3	14	0.2142857143
amitryptiline	Blood alkaline phosphatase decreased	9	25	0.36
amitryptiline	Blood alkaline phosphatase increased	39	336	0.1160714286
amitryptiline	Blood antidiuretic hormone increased	2	4	0.5
amitryptiline	Blood bicarbonate decreased	8	114	0.0701754386
amitryptiline	Blood bilirubin decreased	1	15	0.06666666667
amitryptiline	Blood bilirubin increased	17	482	0.03526970954
amitryptiline	Blood blister	5	82	0.06097560976
amitryptiline	Blood calcium abnormal	1	41	0.0243902439
amitryptiline	Blood calcium decreased	488	682	0.715542522
amitryptiline	Blood calcium increased	9	173	0.05202312139
amitryptiline	Blood cannabinoids	1	3	0.3333333333
amitryptiline	Blood carbon monoxide decreased	1	2	0.5
amitryptiline	Blood catecholamines increased	1	22	0.04545454545
amitryptiline	Blood chloride decreased	1	42	0.02380952381
amitryptiline	Blood chloride increased	5	23	0.2173913043
amitryptiline	Blood cholesterol abnormal	17	244	0.06967213115
amitryptiline	Blood cholesterol increased	101	1843	0.05480195334
amitryptiline	Blood chromogranin A increased	3	9	0.3333333333
amitryptiline	Blood corticotrophin abnormal	1	1	1
amitryptiline	Blood corticotrophin increased	1	3	0.3333333333
amitryptiline	Blood cortisol decreased	1	8	0.125
amitryptiline	Blood count abnormal	32	649	0.04930662558
amitryptiline	Blood creatine decreased	1	9	0.1111111111
amitryptiline	Blood creatine increased	10	105	0.09523809524
amitryptiline	Blood creatine phosphokinase increased	48	1404	0.03418803419
amitryptiline	Blood creatine phosphokinase MB increased	1	12	0.08333333333
amitryptiline	Blood creatinine	1	4	0.25
amitryptiline	Blood creatinine abnormal	7	77	0.09090909091
amitryptiline	Blood creatinine decreased	3	67	0.0447761194
amitryptiline	Blood creatinine increased	145	1595	0.09090909091
amitryptiline	Blood culture negative	1	5	0.2
amitryptiline	Blood culture positive	1	50	0.02
amitryptiline	Blood disorder	17	224	0.07589285714
amitryptiline	Blood electrolytes abnormal	3	36	0.08333333333
amitryptiline	Blood electrolytes decreased	5	36	0.1388888889
amitryptiline	Blood ethanol	1	3	0.3333333333
amitryptiline	Blood ethanol increased	2	18	0.1111111111
amitryptiline	Blood fibrinogen decreased	6	10	0.6
amitryptiline	Blood fibrinogen increased	2	4	0.5
amitryptiline	Blood gases abnormal	1	30	0.03333333333
amitryptiline	Blood glucose	3	8	0.375
amitryptiline	Blood glucose abnormal	54	462	0.1168831169
amitryptiline	Blood glucose decreased	69	923	0.07475622969
amitryptiline	Blood glucose fluctuation	12	299	0.04013377926
amitryptiline	Blood glucose increased	162	2803	0.05779521941
amitryptiline	Blood glucose normal	1	2	0.5
amitryptiline	Blood growth hormone increased	1	8	0.125
amitryptiline	Blood HCV RNA below assay limit	1	1	1
amitryptiline	Blood immunoglobulin A decreased	1	17	0.05882352941
amitryptiline	Blood immunoglobulin G decreased	5	55	0.09090909091
amitryptiline	Blood immunoglobulin G increased	14	47	0.2978723404
amitryptiline	Blood immunoglobulin M abnormal	2	6	0.3333333333
amitryptiline	Blood immunoglobulin M decreased	1	16	0.0625
amitryptiline	Blood insulin increased	2	11	0.1818181818
amitryptiline	Blood iron	1	1	1
amitryptiline	Blood iron abnormal	4	39	0.1025641026
amitryptiline	Blood iron decreased	37	384	0.09635416667
amitryptiline	Blood iron increased	4	25	0.16
amitryptiline	Blood ketone body increased	1	10	0.1
amitryptiline	Blood lactate dehydrogenase abnormal	1	4	0.25
amitryptiline	Blood lactate dehydrogenase increased	7	87	0.08045977011
amitryptiline	Blood lactic acid increased	9	382	0.02356020942
amitryptiline	Blood loss anaemia	8	157	0.05095541401
amitryptiline	Blood luteinising hormone decreased	1	1	1
amitryptiline	Blood magnesium abnormal	2	11	0.1818181818
amitryptiline	Blood magnesium decreased	35	379	0.09234828496
amitryptiline	Blood methaemoglobin	1	1	1
amitryptiline	Blood oestrogen decreased	3	32	0.09375
amitryptiline	Blood osmolarity decreased	3	30	0.1
amitryptiline	Blood parathyroid hormone increased	2	31	0.06451612903
amitryptiline	Blood pH decreased	1	16	0.0625
amitryptiline	Blood phosphorus decreased	6	68	0.08823529412
amitryptiline	Blood phosphorus increased	4	24	0.1666666667
amitryptiline	Blood potassium abnormal	4	72	0.05555555556
amitryptiline	Blood potassium decreased	62	916	0.06768558952
amitryptiline	Blood potassium increased	30	437	0.06864988558
amitryptiline	Blood pressure abnormal	56	771	0.07263294423
amitryptiline	Blood pressure decreased	150	1841	0.0814774579
amitryptiline	Blood pressure diastolic abnormal	23	150	0.1533333333
amitryptiline	Blood pressure diastolic decreased	40	300	0.1333333333
amitryptiline	Blood pressure diastolic increased	26	164	0.1585365854
amitryptiline	Blood pressure fluctuation	136	1371	0.09919766594
amitryptiline	Blood pressure immeasurable	4	8	0.5
amitryptiline	Blood pressure inadequately controlled	5	79	0.06329113924
amitryptiline	Blood pressure increased	402	6102	0.06588003933
amitryptiline	Blood pressure measurement	1	31	0.03225806452
amitryptiline	Blood pressure systolic abnormal	13	63	0.2063492063
amitryptiline	Blood pressure systolic decreased	11	96	0.1145833333
amitryptiline	Blood pressure systolic increased	25	515	0.04854368932
amitryptiline	Blood prolactin increased	6	483	0.01242236025
amitryptiline	Blood sodium abnormal	4	31	0.1290322581
amitryptiline	Blood sodium decreased	43	568	0.07570422535
amitryptiline	Blood test	1	6	0.1666666667
amitryptiline	Blood test abnormal	23	335	0.06865671642
amitryptiline	Blood testosterone abnormal	3	20	0.15
amitryptiline	Blood testosterone decreased	16	227	0.0704845815
amitryptiline	Blood testosterone free increased	1	1	1
amitryptiline	Blood thyroid stimulating hormone abnormal	3	28	0.1071428571
amitryptiline	Blood thyroid stimulating hormone decreased	7	90	0.07777777778
amitryptiline	Blood thyroid stimulating hormone increased	13	198	0.06565656566
amitryptiline	Blood thyroid stimulating hormone normal	2	7	0.2857142857
amitryptiline	Blood triglycerides increased	16	291	0.05498281787
amitryptiline	Blood urea abnormal	2	12	0.1666666667
amitryptiline	Blood urea decreased	2	11	0.1818181818
amitryptiline	Blood urea increased	9	56	0.1607142857
amitryptiline	Blood urea nitrogen/creatinine ratio increased	1	8	0.125
amitryptiline	Blood uric acid abnormal	2	7	0.2857142857
amitryptiline	Blood urine	2	12	0.1666666667
amitryptiline	Blood urine present	50	496	0.1008064516
amitryptiline	Blood viscosity increased	1	17	0.05882352941
amitryptiline	Blue toe syndrome	2	7	0.2857142857
amitryptiline	B-lymphocyte count decreased	6	44	0.1363636364
amitryptiline	Body fat disorder	2	9	0.2222222222
amitryptiline	Body height abnormal	3	6	0.5
amitryptiline	Body height decreased	26	633	0.04107424961
amitryptiline	Body mass index decreased	5	25	0.2
amitryptiline	Body mass index increased	3	75	0.04
amitryptiline	Body temperature abnormal	5	82	0.06097560976
amitryptiline	Body temperature decreased	19	196	0.09693877551
amitryptiline	Body temperature fluctuation	2	73	0.02739726027
amitryptiline	Body temperature increased	53	665	0.07969924812
amitryptiline	Body tinea	45	90	0.5
amitryptiline	Bone abscess	1	3	0.3333333333
amitryptiline	Bone atrophy	1	5	0.2
amitryptiline	Bone cancer	5	82	0.06097560976
amitryptiline	Bone cancer metastatic	3	9	0.3333333333
amitryptiline	Bone contusion	4	47	0.08510638298
amitryptiline	Bone cyst	6	28	0.2142857143
amitryptiline	Bone decalcification	1	6	0.1666666667
amitryptiline	Bone deformity	1	15	0.06666666667
amitryptiline	Bone demineralisation	2	25	0.08
amitryptiline	Bone density decreased	32	257	0.1245136187
amitryptiline	Bone disorder	37	336	0.1101190476
amitryptiline	Bone erosion	3	40	0.075
amitryptiline	Bone graft	1	28	0.03571428571
amitryptiline	Bone hypertrophy	1	2	0.5
amitryptiline	Bone lesion	3	71	0.04225352113
amitryptiline	Bone lesion excision	1	10	0.1
amitryptiline	Bone loss	3	109	0.02752293578
amitryptiline	Bone marrow disorder	15	49	0.306122449
amitryptiline	Bone marrow failure	30	302	0.09933774834
amitryptiline	Bone marrow oedema	1	46	0.02173913043
amitryptiline	Bone marrow toxicity	1	7	0.1428571429
amitryptiline	Bone marrow tumour cell infiltration	1	2	0.5
amitryptiline	Bone pain	72	848	0.08490566038
amitryptiline	Bone scan abnormal	5	6	0.8333333333
amitryptiline	Bone tuberculosis	1	4	0.25
amitryptiline	Borderline personality disorder	6	101	0.05940594059
amitryptiline	Boredom	1	16	0.0625
amitryptiline	Bowel movement irregularity	10	183	0.05464480874
amitryptiline	Bowen's disease	5	41	0.1219512195
amitryptiline	Brachial plexopathy	5	9	0.5555555556
amitryptiline	Bradyarrhythmia	10	68	0.1470588235
amitryptiline	Bradycardia	297	3517	0.08444697185
amitryptiline	Bradycardia foetal	7	34	0.2058823529
amitryptiline	Bradykinesia	10	485	0.0206185567
amitryptiline	Bradyphrenia	40	920	0.04347826087
amitryptiline	Bradypnoea	39	267	0.1460674157
amitryptiline	Brain abscess	14	43	0.3255813953
amitryptiline	Brain cancer metastatic	1	13	0.07692307692
amitryptiline	Brain compression	1	5	0.2
amitryptiline	Brain death	1	205	0.00487804878
amitryptiline	Brain fog	14	103	0.1359223301
amitryptiline	Brain herniation	6	75	0.08
amitryptiline	Brain hypoxia	4	51	0.07843137255
amitryptiline	Brain injury	58	609	0.09523809524
amitryptiline	Brain midline shift	1	25	0.04
amitryptiline	Brain natriuretic peptide increased	1	28	0.03571428571
amitryptiline	Brain neoplasm	18	248	0.07258064516
amitryptiline	Brain neoplasm benign	4	9	0.4444444444
amitryptiline	Brain neoplasm malignant	3	51	0.05882352941
amitryptiline	Brain oedema	47	393	0.1195928753
amitryptiline	Brain operation	7	66	0.1060606061
amitryptiline	Brain stem haemorrhage	2	40	0.05
amitryptiline	Brain stem infarction	2	12	0.1666666667
amitryptiline	Brain stem microhaemorrhage	1	1	1
amitryptiline	Brain stem stroke	3	22	0.1363636364
amitryptiline	Brain stem syndrome	6	31	0.1935483871
amitryptiline	Breakthrough pain	8	134	0.05970149254
amitryptiline	Breast abscess	4	51	0.07843137255
amitryptiline	Breast cancer	122	1699	0.07180694526
amitryptiline	Breast cancer female	17	243	0.06995884774
amitryptiline	Breast cancer metastatic	18	190	0.09473684211
amitryptiline	Breast cancer stage I	2	39	0.05128205128
amitryptiline	Breast cancer stage II	1	43	0.02325581395
amitryptiline	Breast cellulitis	2	17	0.1176470588
amitryptiline	Breast cyst	4	71	0.05633802817
amitryptiline	Breast discharge	1	72	0.01388888889
amitryptiline	Breast discomfort	1	46	0.02173913043
amitryptiline	Breast disorder	23	131	0.1755725191
amitryptiline	Breast enlargement	3	134	0.0223880597
amitryptiline	Breast feeding	1	39	0.02564102564
amitryptiline	Breast hyperplasia	1	13	0.07692307692
amitryptiline	Breast inflammation	1	5	0.2
amitryptiline	Breast injury	1	3	0.3333333333
amitryptiline	Breast mass	19	184	0.1032608696
amitryptiline	Breast necrosis	2	2	1
amitryptiline	Breast neoplasm	2	18	0.1111111111
amitryptiline	Breast pain	38	330	0.1151515152
amitryptiline	Breast swelling	6	45	0.1333333333
amitryptiline	Breast tenderness	11	113	0.09734513274
amitryptiline	Breast ulceration	1	11	0.09090909091
amitryptiline	Breath odour	1	146	0.006849315068
amitryptiline	Breath sounds abnormal	3	120	0.025
amitryptiline	Breech presentation	1	148	0.006756756757
amitryptiline	Bronchial carcinoma	2	4	0.5
amitryptiline	Bronchial disorder	2	47	0.04255319149
